==========>>>

Pos:4
Dis:150.04mm
data - cfar
97323,51715
70459,50433
223239,48147
367875,46903
230619,48286
35273,50423
103251,51932
23991,51655
71541,52008
33063,51434
79446,50999
44965,49746
61159,49518
35446,49591
21613,49919
10998,50026
27263,50096
21875,49864
43416,49868
37476,49792
33750,49799
34574,49984
12173,50091
19456,50286
8275,50291
15428,50318
15607,50141
26175,50103
12426,50031
32268,50138
8678,49925
35421,49927
20430,49586
51364,48865
117402,48106
113612,48066
54710,48531
49364,49193
30416,49359
25477,49474
32203,49749
12678,49846
26616,49818
18591,49768
18115,49890
13895,49817
20818,49802
14038,49771
9821,49842
7784,49823
10135,49759
10443,49642
9497,49586
11157,49493
15521,49310
26967,49137
16357,49140
8198,49091
12822,49031
12700,48862
8591,48577
13573,48244
12316,47335
13492,46450
15682,46158
9980,46051
15091,45813
12018,45807
7674,45664
4713,45595
12361,45405
9293,45341
7160,45312
9772,45283
7854,45159
10991,45120
11538,44830
10754,44647
9449,44492
3528,44238
8363,44154
4582,43932
9265,43820
19171,43585
18575,42745
87293,41395
137100,40473
96440,40437
23310,41058
38075,41272
8350,41239
28275,40872
4398,40604
22970,38995
10716,35963
28644,34269
26033,33714
16431,33117
9606,32687
13392,31000
10110,30773
10507,30773
12739,30773
9526,30773
12588,30773
6157,30773
14651,30773
6563,30773
14340,30773
4528,30773
10520,30773
14691,30773
13651,30773
11469,30773
14167,30773
11765,30773
2830,30773
9642,30773
10261,30773
6262,30773
13586,30773
6712,30773
4798,30773
4593,30773
12168,30773
3787,30773
8074,30773
3410,30773
9517,30773
6393,30773
10517,30773
10515,30773
4453,30773
9329,30773
4497,30773
10136,30773
25375,30773
29739,30773
9848,30773
14578,30773
13873,30773
2519,30773
4434,30773
2117,30773
3816,30773
3440,30773
6539,30773
7783,30773
7778,30773
11435,30773
12851,30773
9900,30773
5726,30773
11847,30773
14228,30773
9444,30773
14040,30773
12139,30773
3310,30773
7498,30773
11984,30773
8533,30773
1628,30773
5566,30773
3781,30773
3997,30773
3778,30773
9896,30773
9210,30773
3186,30773
7558,30773
8924,30773
789,30773
8988,30773
9923,30773
8799,30773
6386,30773
4828,30773
7702,30773
5798,30773
7047,30773
8161,30773
6014,30773
10863,30773
12668,30773
10571,30773
24781,30773
23144,30773
15853,30773
9285,30773
8119,30773
11662,30773
5936,30773
2683,30773
3372,30773
3234,30773
8012,30773
13890,30773
7290,30773
3967,30773
3487,30773
8059,30773
3642,30773
7995,30773
7807,30773
7632,30773
15481,30773
14564,30773
6838,30773
7092,30773
6677,30773
7987,30773
7262,30773
6862,30773
16105,30773
10334,30773
1913,30773
4023,30773
2876,30773
3191,30773

Pos:4
Dis:150.04mm
data - cfar
107401,49651
55887,48211
238702,45856
396718,44372
246948,45914
33164,48053
133281,49690
28586,49508
61027,50062
44157,49800
54995,49357
42530,48334
58406,48011
25457,48031
25647,48362
12153,48392
23997,48508
18506,48301
38256,48294
32308,48179
31789,48255
30731,48440
11550,48571
16831,48717
8311,48716
11653,48733
13819,48614
21065,48609
10589,48555
27595,48709
6719,48540
30312,48587
20144,48218
46593,47478
115342,46677
113351,46582
54175,46983
52526,47588
29444,47801
24770,48004
25269,48269
18585,48321
29400,48227
19539,48177
20904,48339
12933,48319
21031,48365
11842,48307
11022,48447
3257,48387
12546,48353
8829,48196
9673,48185
7793,47994
15989,47744
27482,47476
17414,47471
4660,47438
11811,47376
8067,47131
12005,46722
12972,46334
8544,45475
14553,44624
15243,44315
8248,44236
10520,44126
5701,44156
2767,44054
672,44012
8964,43848
11262,43774
5363,43753
12595,43780
7088,43672
6756,43668
7952,43484
7850,43292
8683,43149
4157,42889
9744,42841
3387,42721
8636,42660
16733,42396
16726,41668
82667,40410
122957,39577
81973,39744
10681,40170
30735,40361
2605,40143
23075,39424
4309,39132
18288,37356
7170,34121
22165,32286
20591,31780
21027,31042
13210,30758
10233,29018
8047,28858
11797,28858
12117,28858
7358,28858
11777,28858
3915,28858
7386,28858
7609,28858
12208,28858
2454,28858
12351,28858
11039,28858
10938,28858
9555,28858
11672,28858
7363,28858
9939,28858
10621,28858
8436,28858
3170,28858
12460,28858
4544,28858
8931,28858
7256,28858
7662,28858
7959,28858
3956,28858
9069,28858
1415,28858
6524,28858
6289,28858
4090,28858
912,28858
4766,28858
5656,28858
10258,28858
27330,28858
28638,28858
9892,28858
11931,28858
11892,28858
8624,28858
5567,28858
3328,28858
3198,28858
4042,28858
5429,28858
7486,28858
6868,28858
3771,28858
5721,28858
5061,28858
6667,28858
5398,28858
7603,28858
5686,28858
1943,28858
5501,28858
7034,28858
9902,28858
7152,28858
6088,28858
6758,28858
5074,28858
