Pos:13
Dis:487.64mm
data - cfar
29649,64531
66635,64307
58572,63539
79796,63339
82435,63511
23659,63526
69940,63111
57162,61790
24929,61061
61601,61541
20610,60568
60037,59099
88721,57249
56633,56209
25353,56238
16961,56253
25036,56386
14140,56098
26449,56259
5070,56122
30858,56302
10385,55221
87013,54270
103772,53688
43323,54163
14277,54707
13941,55060
9896,55056
11034,55341
2003,55249
3090,55132
576,55222
6660,55085
12015,55006
12455,54892
14803,54730
11039,54502
9267,54542
2969,54475
10941,54085
1498,52465
12684,50944
8238,50425
4114,50302
5673,50060
15899,49975
19727,49863
13632,49877
11092,49739
19576,49758
11329,49753
13140,50023
11184,50076
34867,49949
34834,49554
69633,48343
199235,47147
206289,47202
77644,48501
35508,50034
25760,50421
33822,50462
31629,50575
12692,50761
13774,50859
16023,50950
12525,50759
55265,50589
45783,50547
20252,50617
39581,50856
9863,50614
37660,50701
24012,50134
47751,49191
55936,48279
55714,48495
12795,48510
25677,48863
12710,48589
32585,48659
11965,48154
58791,47631
85279,46191
173550,44598
215393,43292
175413,43382
112661,44883
18488,44854
133723,44309
168373,43280
96552,43626
29868,44458
42322,44409
28701,43623
56950,43175
43870,42862
7448,43066
9881,42772
19100,42168
29247,41473
21876,40898
18738,40968
2267,40393
33133,39803
42675,39442
24570,39102
16398,39228
17056,39009
7176,38557
17173,38557
29086,38557
17686,38557
5572,38557
13135,38557
25065,38557
19474,38557
713,38557
8374,38557
7005,38557
11426,38557
16737,38557
21191,38557
35845,38557
44401,38557
27303,38557
29980,38557
28575,38557
7583,38557
15681,38557
6408,38557
10112,38557
1782,38557
18963,38557
26866,38557
20563,38557
10740,38557
3911,38557
6468,38557
12247,38557
11920,38557
15991,38557
6933,38557
8343,38557
1921,38557
11173,38557
15108,38557
45519,38557
46145,38557
11296,38557
12507,38557
19134,38557
32756,38557
16401,38557
11803,38557
16574,38557
14538,38557
12298,38557
16061,38557
15964,38557
8854,38557
17979,38557
17902,38557
11277,38557
4380,38557
4316,38557
4127,38557
816,38557
9703,38557
9392,38557
2508,38557
3219,38557
2802,38557
2536,38557
6752,38557
11568,38557
9282,38557
7087,38557
3443,38557
4545,38557
11501,38557
13409,38557
10575,38557
13817,38557
16264,38557
11534,38557
4951,38557
9925,38557
2987,38557
8273,38557
7345,38557
3445,38557
5704,38557
8381,38557
4621,38557
3909,38557
3748,38557
9287,38557
5532,38557
8292,38557
6435,38557
1492,38557
1793,38557
10970,38557
14906,38557
8367,38557
5791,38557
4662,38557
2403,38557
2989,38557
4213,38557
6060,38557
7501,38557
7185,38557
4014,38557
1638,38557
1817,38557
2288,38557
2812,38557
2080,38557

Pos:13
Dis:487.64mm
data - cfar
28192,64400
65549,64187
58781,63419
79169,63171
81599,63328
24446,63355
69652,62915
57323,61609
24898,60906
61313,61345
21990,60326
58385,58842
88442,56968
58521,55877
26662,55921
16213,55963
24411,56132
13188,55821
25973,56015
3330,55867
29390,56057
10488,55010
86542,54058
103763,53459
43693,53940
14145,54504
14480,54860
9374,54872
10625,55156
2584,55080
3258,54992
532,55094
6335,54944
11952,54854
12740,54724
15322,54532
10993,54304
10318,54308
2626,54204
11720,53800
1599,52156
13701,50638
9364,50131
3420,50008
5234,49815
18148,49720
19548,49614
8017,49690
5941,49559
18598,49574
11861,49535
14048,49756
11632,49793
31201,49671
34938,49294
67005,48061
197736,46844
207103,46859
78930,48124
35745,49635
27160,49992
34224,50019
34785,50159
12220,50302
15671,50364
18848,50434
9853,50290
50640,50189
42680,50158
19848,50206
37907,50436
11963,50184
40218,50269
25111,49733
46127,48851
53037,48021
52808,48257
11238,48278
28957,48610
12754,48320
35489,48450
10010,47983
57452,47525
84162,46053
175131,44384
219592,43030
177911,43115
116155,44614
19396,44596
